"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Acest test verifică endpoint-ul /api/user/login.php. Se așteaptă un token JWT în răspuns.","3666","Validare Login API cu user corect","Surefire suite","Tue Dec 16 05:21:52 UTC 2025","failed","Tue Dec 16 05:21:56 UTC 2025","ro.hapifyme.tests.HapifyMeLoginTest","Surefire test","ro.hapifyme.tests.HapifyMeLoginTest","testValidLogin"
"","545","testLoginWithLog4j","Surefire suite","Tue Dec 16 05:21:56 UTC 2025","passed","Tue Dec 16 05:21:56 UTC 2025","ro.hapifyme.tests.LoginTest","Surefire test","ro.hapifyme.tests.LoginTest","testLoginWithLog4j"
